DATABASE KODE SKU,,3,4,5,6,7,8,9,10,11
,,,,,,,,,,
Kode Variant(*),Kode(*),Japit Fashion,Nama Barang,Nama Variant(*),Ukuran(*),Tier,Gender,Seri,Series,Version
SJ1A05SP8,SJ1ASP8,Jepit,MEN STRIPE 8 TWILIGHT RED0WHITE,"MEN STRIPE 8, 43/44, TWILIGHT RED0WHITE",43/44,5,MEN,STRIPEV1,STRIPE,V0
M1SP08Z44,M1SP08,Jepit,MEN STRIPE 8 TWILIGHT RED WHITE,"MEN STRIPE 8, 44, TWILIGHT RED WHITE",44,3,MEN,STRIPEV2,STRIPE,V0
M1AZ44SP8,M1AZSP8,Jepit,MEN STRIPE 8 TWILIGHT RED WHITE,"MEN STRIPE 8, 44, TWILIGHT RED WHITE",44,3,MEN,STRIPEV2,STRIPE,V0
SJ1A44SP8,SJ1ASP8,Jepit,MEN STRIPE 8 TWILIGHT RED0WHITE,"MEN STRIPE 8, 44, TWILIGHT RED0WHITE",44,5,MEN,STRIPEV1,STRIPE,V0
SJ1A45SP8,SJ1ASP8,Jepit,MEN STRIPE 8 TWILIGHT RED0WHITE,"MEN STRIPE 8, 45, TWILIGHT RED0WHITE",45,5,MEN,STRIPEV1,STRIPE,V0
SJ1A06SP8,SJ1ASP8,Jepit,MEN STRIPE 8 TWILIGHT RED0WHITE,"MEN STRIPE 8, 45/46, TWILIGHT RED0WHITE",45/46,5,MEN,STRIPEV1,STRIPE,V0
SJ1A46SP8,SJ1ASP8,Jepit,MEN STRIPE 8 TWILIGHT RED0WHITE,"MEN STRIPE 8, 46, TWILIGHT RED0WHITE",46,5,MEN,STRIPEV1,STRIPE,V0
SJ1A03SP9,SJ1ASP9,Jepit,MEN STRIPE 9 GREEN BLACK0YELLOW,"MEN STRIPE 9, 39/40, GREEN BLACK0YELLOW",39/40,5,MEN,STRIPEV1,STRIPE,V0
SJ1A04SP9,SJ1ASP9,Jepit,MEN STRIPE 9 GREEN BLACK0YELLOW,"MEN STRIPE 9, 41/42, GREEN BLACK0YELLOW",41/42,5,MEN,STRIPEV1,STRIPE,V0
SJ1A42SP9,SJ1ASP9,Jepit,MEN STRIPE 9 GREEN BLACK0YELLOW,"MEN STRIPE 9, 42, GREEN BLACK0YELLOW",42,5,MEN,STRIPEV1,STRIPE,V0
SJ1A05SP9,SJ1ASP9,Jepit,MEN STRIPE 9 GREEN BLACK0YELLOW,"MEN STRIPE 9, 43/44, GREEN BLACK0YELLOW",43/44,5,MEN,STRIPEV1,STRIPE,V0
SJ1A44SP9,SJ1ASP9,Jepit,MEN STRIPE 9 GREEN BLACK0YELLOW,"MEN STRIPE 9, 44, GREEN BLACK0YELLOW",44,5,MEN,STRIPEV1,STRIPE,V0
SJ1A06SP9,SJ1ASP9,Jepit,MEN STRIPE 9 GREEN BLACK0YELLOW,"MEN STRIPE 9, 45/46, GREEN BLACK0YELLOW",45/46,5,MEN,STRIPEV1,STRIPE,V0
M2SM01Z39,M2SM01,Jepit,MEN SUMMER 1 BLACK,"MEN SUMMER 1, 39/40, BLACK",39/40,2,MEN,SUMMERV1,SUMMER,V0
M2SM01Z41,M2SM01,Jepit,MEN SUMMER 1 BLACK,"MEN SUMMER 1, 41/42, BLACK",41/42,2,MEN,SUMMERV1,SUMMER,V0
M2SM01Z43,M2SM01,Jepit,MEN SUMMER 1 BLACK,"MEN SUMMER 1, 43/44, BLACK",43/44,2,MEN,SUMMERV1,SUMMER,V0
M2SM01Z45,M2SM01,Jepit,MEN SUMMER 1 BLACK,"MEN SUMMER 1, 45/46, BLACK",45/46,2,MEN,SUMMERV1,SUMMER,V0
M2SM02Z39,M2SM02,Jepit,MEN SUMMER 2 NAVY,"MEN SUMMER 2, 39/40, NAVY",39/40,2,MEN,SUMMERV1,SUMMER,V0
M2SM02Z41,M2SM02,Jepit,MEN SUMMER 2 NAVY,"MEN SUMMER 2, 41/42, NAVY",41/42,2,MEN,SUMMERV1,SUMMER,V0
M2SM02Z43,M2SM02,Jepit,MEN SUMMER 2 NAVY,"MEN SUMMER 2, 43/44, NAVY",43/44,2,MEN,SUMMERV1,SUMMER,V0
M2SM02Z45,M2SM02,Jepit,MEN SUMMER 2 NAVY,"MEN SUMMER 2, 45/46, NAVY",45/46,2,MEN,SUMMERV1,SUMMER,V0
M2SM03Z39,M2SM03,Jepit,MEN SUMMER 3 GREY,"MEN SUMMER 3, 39/40, GREY",39/40,2,MEN,SUMMERV1,SUMMER,V0
M2SM03Z41,M2SM03,Jepit,MEN SUMMER 3 GREY,"MEN SUMMER 3, 41/42, GREY",41/42,2,MEN,SUMMERV1,SUMMER,V0
M2SM03Z43,M2SM03,Jepit,MEN SUMMER 3 GREY,"MEN SUMMER 3, 43/44, GREY",43/44,2,MEN,SUMMERV1,SUMMER,V0
M2SM03Z45,M2SM03,Jepit,MEN SUMMER 3 GREY,"MEN SUMMER 3, 45/46, GREY",45/46,2,MEN,SUMMERV1,SUMMER,V0
M2SM04Z39,M2SM04,Jepit,MEN SUMMER 4 ARMY,"MEN SUMMER 4, 39/40, ARMY",39/40,2,MEN,SUMMERV1,SUMMER,V0
M2SM04Z41,M2SM04,Jepit,MEN SUMMER 4 ARMY,"MEN SUMMER 4, 41/42, ARMY",41/42,2,MEN,SUMMERV1,SUMMER,V0
M2SM04Z43,M2SM04,Jepit,MEN SUMMER 4 ARMY,"MEN SUMMER 4, 43/44, ARMY",43/44,2,MEN,SUMMERV1,SUMMER,V0
M2SM04Z45,M2SM04,Jepit,MEN SUMMER 4 ARMY,"MEN SUMMER 4, 45/46, ARMY",45/46,2,MEN,SUMMERV1,SUMMER,V0
SJ1A39TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 39, DAZZLING BLUE-DOVE",39,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A40TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 40, DAZZLING BLUE-DOVE",40,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A41TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 41, DAZZLING BLUE-DOVE",41,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A42TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 42, DAZZLING BLUE-DOVE",42,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A43TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 43, DAZZLING BLUE-DOVE",43,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A44TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 44, DAZZLING BLUE-DOVE",44,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A45TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 45, DAZZLING BLUE-DOVE",45,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A46TT1,SJ1ATT1,Jepit,MEN TWOTONE 1 DAZZLING BLUE-DOVE,"MEN TWOTONE 1, 46, DAZZLING BLUE-DOVE",46,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A39TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 39, BLACK-FORMULA ONE",39,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A40TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 40, BLACK-FORMULA ONE",40,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A41TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 41, BLACK-FORMULA ONE",41,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A42TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 42, BLACK-FORMULA ONE",42,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A43TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 43, BLACK-FORMULA ONE",43,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A44TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 44, BLACK-FORMULA ONE",44,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A45TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 45, BLACK-FORMULA ONE",45,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A46TT2,SJ1ATT2,Jepit,MEN TWOTONE 2 BLACK-FORMULA ONE,"MEN TWOTONE 2, 46, BLACK-FORMULA ONE",46,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A39TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 39, BLACK-DAZZLING BLUE",39,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A40TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 40, BLACK-DAZZLING BLUE",40,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A41TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 41, BLACK-DAZZLING BLUE",41,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A42TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 42, BLACK-DAZZLING BLUE",42,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A43TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 43, BLACK-DAZZLING BLUE",43,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A44TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 44, BLACK-DAZZLING BLUE",44,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A45TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 45, BLACK-DAZZLING BLUE",45,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A46TT3,SJ1ATT3,Jepit,MEN TWOTONE 3 BLACK-DAZZLING BLUE,"MEN TWOTONE 3, 46, BLACK-DAZZLING BLUE",46,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A39TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 39, AIR BLUE-TWILIGHT",39,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A40TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 40, AIR BLUE-TWILIGHT",40,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A41TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 41, AIR BLUE-TWILIGHT",41,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A42TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 42, AIR BLUE-TWILIGHT",42,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A43TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 43, AIR BLUE-TWILIGHT",43,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A44TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 44, AIR BLUE-TWILIGHT",44,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A45TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 45, AIR BLUE-TWILIGHT",45,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A46TT4,SJ1ATT4,Jepit,MEN TWOTONE 4 AIR BLUE-TWILIGHT,"MEN TWOTONE 4, 46, AIR BLUE-TWILIGHT",46,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A39TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 39, FORMULA ONE-TWILIGHT",39,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A40TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 40, FORMULA ONE-TWILIGHT",40,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A41TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 41, FORMULA ONE-TWILIGHT",41,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A42TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 42, FORMULA ONE-TWILIGHT",42,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A43TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 43, FORMULA ONE-TWILIGHT",43,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A44TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 44, FORMULA ONE-TWILIGHT",44,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A45TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 45, FORMULA ONE-TWILIGHT",45,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A46TT5,SJ1ATT5,Jepit,MEN TWOTONE 5 FORMULA ONE-TWILIGHT,"MEN TWOTONE 5, 46, FORMULA ONE-TWILIGHT",46,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A39TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 39, FROST GRAY-DAZZLING",39,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A40TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 40, FROST GRAY-DAZZLING",40,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A41TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 41, FROST GRAY-DAZZLING",41,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A42TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 42, FROST GRAY-DAZZLING",42,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A43TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 43, FROST GRAY-DAZZLING",43,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A44TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 44, FROST GRAY-DAZZLING",44,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A45TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 45, FROST GRAY-DAZZLING",45,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A46TT6,SJ1ATT6,Jepit,MEN TWOTONE 6 FROST GRAY-DAZZLING,"MEN TWOTONE 6, 46, FROST GRAY-DAZZLING",46,0,MEN,TWOTONEV2,TWOTONE,V0
SJ1A03BU,SJ1ABU,Fashion,MEN X ZUMA BU MEN ZUMA X BU BLACK,"MEN X ZUMA BU, 39/40, MEN ZUMA X BU BLACK",39/40,5,MEN,SLIDEV1,SLIDE,V0
SJ1A04BU,SJ1ABU,Fashion,MEN X ZUMA BU MEN ZUMA X BU BLACK,"MEN X ZUMA BU, 41/42, MEN ZUMA X BU BLACK",41/42,5,MEN,SLIDEV1,SLIDE,V0
SJ1A05BU,SJ1ABU,Fashion,MEN X ZUMA BU MEN ZUMA X BU BLACK,"MEN X ZUMA BU, 43/44, MEN ZUMA X BU BLACK",43/44,5,MEN,SLIDEV1,SLIDE,V0
ST1A03XR1,ST1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 39/40, BLACK NAVY",39/40,6,MEN,XANDERV1,XANDER,V0
M1AZZ39XR1,M1AZZXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 39/40, BLACK NAVY",39/40,6,MEN,XANDERV1,XANDER,V0
SJ1A03XR1,SJ1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 39/40, BLACK NAVY",39/40,4,MEN,XANDERV1,XANDER,V0
M1AZZ41XR1,M1AZZXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 41/42, BLACK NAVY",41/42,6,MEN,XANDERV1,XANDER,V0
ST1A04XR1,ST1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 41/42, BLACK NAVY",41/42,6,MEN,XANDERV1,XANDER,V0
SJ1A04XR1,SJ1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 41/42, BLACK NAVY",41/42,4,MEN,XANDERV1,XANDER,V0
SJ1A05XR1,SJ1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 43/44, BLACK NAVY",43/44,4,MEN,XANDERV1,XANDER,V0
ST1A05XR1,ST1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 43/44, BLACK NAVY",43/44,6,MEN,XANDERV1,XANDER,V0
M1AZZ43XR1,M1AZZXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 43/44, BLACK NAVY",43/44,6,MEN,XANDERV1,XANDER,V0
SJ1A06XR1,SJ1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 45/46, BLACK NAVY",45/46,4,MEN,XANDERV1,XANDER,V0
ST1A06XR1,ST1AXR1,Fashion,MEN XANDER 1 BLACK NAVY,"MEN XANDER 1, 45/46, BLACK NAVY",45/46,6,MEN,XANDERV1,XANDER,V0
SJ1A03XR2,SJ1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 39/40, NAVY COCOA",39/40,4,MEN,XANDERV1,XANDER,V0
ST1A03XR2,ST1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 39/40, NAVY COCOA",39/40,4,MEN,XANDERV1,XANDER,V0
ST1A04XR2,ST1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 41/42, NAVY COCOA",41/42,4,MEN,XANDERV1,XANDER,V0
SJ1A04XR2,SJ1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 41/42, NAVY COCOA",41/42,4,MEN,XANDERV1,XANDER,V0
ST1A05XR2,ST1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 43/44, NAVY COCOA",43/44,4,MEN,XANDERV1,XANDER,V0
SJ1A05XR2,SJ1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 43/44, NAVY COCOA",43/44,4,MEN,XANDERV1,XANDER,V0
ST1A06XR2,ST1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 45/46, NAVY COCOA",45/46,4,MEN,XANDERV1,XANDER,V0
SJ1A06XR2,SJ1AXR2,Fashion,MEN XANDER 2 NAVY COCOA,"MEN XANDER 2, 45/46, NAVY COCOA",45/46,4,MEN,XANDERV1,XANDER,V0
M1AZZ39XR3,M1AZZXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 39/40, BEIGE BROWN",39/40,6,MEN,XANDERV1,XANDER,V0
ST1A03XR3,ST1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 39/40, BEIGE BROWN",39/40,4,MEN,XANDERV1,XANDER,V0
SJ1A03XR3,SJ1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 39/40, BEIGE BROWN",39/40,4,MEN,XANDERV1,XANDER,V0
ST1A04XR3,ST1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 41/42, BEIGE BROWN",41/42,4,MEN,XANDERV1,XANDER,V0
SJ1A04XR3,SJ1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 41/42, BEIGE BROWN",41/42,4,MEN,XANDERV1,XANDER,V0
M1AZZ41XR3,M1AZZXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 41/42, BEIGE BROWN",41/42,6,MEN,XANDERV1,XANDER,V0
SJ1A05XR3,SJ1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 43/44, BEIGE BROWN",43/44,4,MEN,XANDERV1,XANDER,V0
ST1A05XR3,ST1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 43/44, BEIGE BROWN",43/44,4,MEN,XANDERV1,XANDER,V0
M1AZZ43XR3,M1AZZXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 43/44, BEIGE BROWN",43/44,6,MEN,XANDERV1,XANDER,V0
ST1A06XR3,ST1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 45/46, BEIGE BROWN",45/46,4,MEN,XANDERV1,XANDER,V0
SJ1A06XR3,SJ1AXR3,Fashion,MEN XANDER 3 BEIGE BROWN,"MEN XANDER 3, 45/46, BEIGE BROWN",45/46,4,MEN,XANDERV1,XANDER,V0
SJ1A03XR4,SJ1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 39/40, OLIVE",39/40,4,MEN,XANDERV1,XANDER,V0
ST1A03XR4,ST1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 39/40, OLIVE",39/40,4,MEN,XANDERV1,XANDER,V0
M2XR04Z39,M2XR04,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 39/40, OLIVE",39/40,6,MEN,XANDERV1,XANDER,V0
SJ1A04XR4,SJ1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 41/42, OLIVE",41/42,4,MEN,XANDERV1,XANDER,V0
ST1A04XR4,ST1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 41/42, OLIVE",41/42,4,MEN,XANDERV1,XANDER,V0
M2XR04Z41,M2XR04,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 41/42, OLIVE",41/42,6,MEN,XANDERV1,XANDER,V0
SJ1A05XR4,SJ1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 43/44, OLIVE",43/44,4,MEN,XANDERV1,XANDER,V0
M2XR04Z43,M2XR04,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 43/44, OLIVE",43/44,6,MEN,XANDERV1,XANDER,V0
ST1A05XR4,ST1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 43/44, OLIVE",43/44,4,MEN,XANDERV1,XANDER,V0
SJ1A06XR4,SJ1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 45/46, OLIVE",45/46,4,MEN,XANDERV1,XANDER,V0
ST1A06XR4,ST1AXR4,Fashion,MEN XANDER 4 OLIVE,"MEN XANDER 4, 45/46, OLIVE",45/46,4,MEN,XANDERV1,XANDER,V0
SJ1A03XR5,SJ1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 39/40, GRAY BLACK",39/40,4,MEN,XANDERV1,XANDER,V0
ST1A03XR5,ST1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 39/40, GRAY BLACK",39/40,4,MEN,XANDERV1,XANDER,V0
SJ1A04XR5,SJ1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 41/42, GRAY BLACK",41/42,4,MEN,XANDERV1,XANDER,V0
ST1A04XR5,ST1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 41/42, GRAY BLACK",41/42,4,MEN,XANDERV1,XANDER,V0
SJ1A05XR5,SJ1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 43/44, GRAY BLACK",43/44,4,MEN,XANDERV1,XANDER,V0
ST1A05XR5,ST1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 43/44, GRAY BLACK",43/44,4,MEN,XANDERV1,XANDER,V0
SJ1A06XR5,SJ1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 45/46, GRAY BLACK",45/46,4,MEN,XANDERV1,XANDER,V0
ST1A06XR5,ST1AXR5,Fashion,MEN XANDER 5 GRAY BLACK,"MEN XANDER 5, 45/46, GRAY BLACK",45/46,4,MEN,XANDERV1,XANDER,V0
M1AZZ39XR6,M1AZZXR6,Fashion,MEN XANDER 6 BLACK BLACK,"MEN XANDER 6, 39/40, BLACK BLACK",39/40,6,MEN,XANDERV1,XANDER,V0
M2XR06Z39,M2XR06,Fashion,MEN XANDER 6 BLACK BLACK,"MEN XANDER 6, 39/40, BLACK BLACK",39/40,6,MEN,XANDERV1,XANDER,V0
M2XR06Z41,M2XR06,Fashion,MEN XANDER 6 BLACK BLACK,"MEN XANDER 6, 41/42, BLACK BLACK",41/42,6,MEN,XANDERV1,XANDER,V0
M1AZZ41XR6,M1AZZXR6,Fashion,MEN XANDER 6 BLACK BLACK,"MEN XANDER 6, 41/42, BLACK BLACK",41/42,6,MEN,XANDERV1,XANDER,V0
M1AZZ43XR6,M1AZZXR6,Fashion,MEN XANDER 6 BLACK BLACK,"MEN XANDER 6, 43/44, BLACK BLACK",43/44,6,MEN,XANDERV1,XANDER,V0
M2XR06Z43,M2XR06,Fashion,MEN XANDER 6 BLACK BLACK,"MEN XANDER 6, 43/44, BLACK BLACK",43/44,6,MEN,XANDERV1,XANDER,V0
M2XR07Z39,M2XR07,Fashion,MEN XANDER 7 NAVY GREY,"MEN XANDER 7, 39/40, NAVY GREY",39/40,6,MEN,XANDERV1,XANDER,V0
M1AZZ39XR7,M1AZZXR7,Fashion,MEN XANDER 7 NAVY GREY,"MEN XANDER 7, 39/40, NAVY GREY",39/40,6,MEN,XANDERV1,XANDER,V0
M2XR07Z41,M2XR07,Fashion,MEN XANDER 7 NAVY GREY,"MEN XANDER 7, 41/42, NAVY GREY",41/42,6,MEN,XANDERV1,XANDER,V0
M1AZZ41XR7,M1AZZXR7,Fashion,MEN XANDER 7 NAVY GREY,"MEN XANDER 7, 41/42, NAVY GREY",41/42,6,MEN,XANDERV1,XANDER,V0
M2XR07Z43,M2XR07,Fashion,MEN XANDER 7 NAVY GREY,"MEN XANDER 7, 43/44, NAVY GREY",43/44,6,MEN,XANDERV1,XANDER,V0
