;;CV MAKMUR BESAR BERSAMA;;;;;;;;
;;Kuantitas Barang per Gudang;;;;;;;;
;;Per Tgl. 19 Jan 2026;;;;;;;;
;;"Cabang : Kantor Pusat, Baby, Bali Area, Jakarta, Jawa Timur, Lombok NTT, NTT, Online, Papua, Gudang : Warehouse Jakarta, Ware ...";;;;;;;;
Nama Barang;;;Kode Barang;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protolan;Warehouse Jakarta;Warehouse Pusat;Warehouse Pusat Reject;Total Nama Gudang;
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 6, 36, ROSE";;;L1FL06Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 6, 37, ROSE";;;L1FL06Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 6, 38, ROSE";;;L1FL06Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 6, 39, ROSE";;;L1FL06Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 6, 40, ROSE";;;L1FL06Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 7, 36, OTTER";;;L1FLV107Z36;"-1,";"0,";"0,";"-5,";"0,";"-6,";
;;;Total Kode Barang;"-1,";"0,";"0,";"-5,";"0,";"-6,";
"LADIES FLO 7, 37, OTTER";;;L1FLV107Z37;"-3,";"0,";"0,";"-15,";"0,";"-18,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-15,";"0,";"-18,";
"LADIES FLO 7, 38, OTTER";;;L1FLV107Z38;"-3,";"0,";"0,";"-15,";"0,";"-18,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-15,";"0,";"-18,";
"LADIES FLO 7, 39, OTTER";;;L1FLV107Z39;"-3,";"0,";"0,";"-15,";"0,";"-18,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-15,";"0,";"-18,";
"LADIES FLO 7, 40, OTTER";;;L1FLV107Z40;"-2,";"0,";"0,";"-10,";"0,";"-12,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-10,";"0,";"-12,";
"LADIES FLO 8, 36, SPRING LAKE";;;L1FL08Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 8, 37, SPRING LAKE";;;L1FL08Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 8, 38, SPRING LAKE";;;L1FL08Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 8, 39, SPRING LAKE";;;L1FL08Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 8, 40, SPRING LAKE";;;L1FL08Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 9, 36, GREY";;;L1FLV109Z36;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"LADIES FLO 9, 37, GREY";;;L1FLV109Z37;"0,";"-1,";"0,";"-18,";"0,";"-19,";
;;;Total Kode Barang;"0,";"-1,";"0,";"-18,";"0,";"-19,";
"LADIES FLO 9, 38, GREY";;;L1FLV109Z38;"0,";"-1,";"0,";"-18,";"0,";"-19,";
;;;Total Kode Barang;"0,";"-1,";"0,";"-18,";"0,";"-19,";
"LADIES FLO 9, 39, GREY";;;L1FLV109Z39;"0,";"0,";"0,";"-18,";"0,";"-18,";
;;;Total Kode Barang;"0,";"0,";"0,";"-18,";"0,";"-18,";
"LADIES FLO 9, 40, GREY";;;L1FLV109Z40;"0,";"0,";"0,";"-12,";"0,";"-12,";
;;;Total Kode Barang;"0,";"0,";"0,";"-12,";"0,";"-12,";
"LADIES KIM 4, 38, NAVY SILVER";;;L2AZ38KIM4;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES KIM 5, 39, MUSTARD";;;L1KM05Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES KIM 5, 40, MUSTARD";;;L1KM05Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES KIM 6, 38, NAVY NAVY";;;L1KM06Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES KIM 6, 39, NAVY NAVY";;;L1KM06Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 1, 36, BLACK";;;L1LNV101Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV101Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 1, 37, BLACK";;;L1LNV101Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV101Z37;"0,";"-3,";"0,";"0,";"0,";"-3,";
;;;Total Kode Barang;"0,";"-3,";"0,";"0,";"0,";"-3,";
"LADIES LUNA 1, 38, BLACK";;;L1LNV101Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV101Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 1, 39, BLACK";;;L1LNV101Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV101Z39;"0,";"-4,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"0,";"-4,";"0,";"0,";"0,";"-4,";
"LADIES LUNA 1, 40, BLACK";;;L1LNV101Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV101Z40;"0,";"-2,";"0,";"0,";"0,";"-2,";
;;;Total Kode Barang;"0,";"-2,";"0,";"0,";"0,";"-2,";
"LADIES LUNA 2, 36, MOCHA";;;L1LNV102Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV102Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 2, 37, MOCHA";;;L1LNV102Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV102Z37;"0,";"-5,";"0,";"0,";"0,";"-5,";
;;;Total Kode Barang;"0,";"-5,";"0,";"0,";"0,";"-5,";
"LADIES LUNA 2, 38, MOCHA";;;L1LNV102Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV102Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 2, 39, MOCHA";;;L1LNV102Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV102Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 2, 40, MOCHA";;;L1LNV102Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV102Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 3, 36, WHITE";;;L1LNV103Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV103Z36;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"LADIES LUNA 3, 37, WHITE";;;L1LNV103Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV103Z37;"0,";"-3,";"0,";"-12,";"0,";"-15,";
;;;Total Kode Barang;"0,";"-3,";"0,";"-12,";"0,";"-15,";
"LADIES LUNA 3, 38, WHITE";;;L1LNV103Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV103Z38;"0,";"0,";"0,";"-12,";"0,";"-12,";
;;;Total Kode Barang;"0,";"0,";"0,";"-12,";"0,";"-12,";
"LADIES LUNA 3, 39, WHITE";;;L1LNV103Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV103Z39;"0,";"-5,";"0,";"-12,";"0,";"-17,";
;;;Total Kode Barang;"0,";"-5,";"0,";"-12,";"0,";"-17,";
"LADIES LUNA 3, 40, WHITE";;;L1LNV103Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;LN1LNV103Z40;"0,";"-2,";"0,";"-8,";"0,";"-10,";
;;;Total Kode Barang;"0,";"-2,";"0,";"-8,";"0,";"-10,";
"LADIES LUNA 4, 36, NAVY";;;L1LNV104Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 4, 37, NAVY";;;L1LNV104Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 4, 38, NAVY";;;L1LNV104Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 4, 39, NAVY";;;L1LNV104Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 4, 40, NAVY";;;L1LNV104Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES LUNA 5, 36, COFFEE";;;LN1LNV205Z36;"-1,";"0,";"-1,";"-2,";"0,";"-4,";
;;;Total Kode Barang;"-1,";"0,";"-1,";"-2,";"0,";"-4,";
"LADIES LUNA 5, 37, COFFEE";;;LN1LNV205Z37;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
"LADIES LUNA 5, 38, COFFEE";;;LN1LNV205Z38;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
"LADIES LUNA 5, 39, COFFEE";;;LN1LNV205Z39;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
"LADIES LUNA 5, 40, COFFEE";;;LN1LNV205Z40;"-2,";"0,";"-2,";"-4,";"0,";"-8,";
;;;Total Kode Barang;"-2,";"0,";"-2,";"-4,";"0,";"-8,";
"LADIES LUNA 6, 36, OLIVE";;;LN1LNV206Z36;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"0,";"-2,";"0,";"-2,";
"LADIES LUNA 6, 37, OLIVE";;;LN1LNV206Z37;"0,";"-2,";"0,";"-6,";"0,";"-8,";
;;;Total Kode Barang;"0,";"-2,";"0,";"-6,";"0,";"-8,";
"LADIES LUNA 6, 38, OLIVE";;;LN1LNV206Z38;"0,";"-1,";"0,";"-6,";"0,";"-7,";
;;;Total Kode Barang;"0,";"-1,";"0,";"-6,";"0,";"-7,";
"LADIES LUNA 6, 39, OLIVE";;;LN1LNV206Z39;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"LADIES LUNA 6, 40, OLIVE";;;LN1LNV206Z40;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"LADIES LUNA 7, 36, BEIGE";;;LN1LNV207Z36;"-1,";"0,";"-1,";"-2,";"0,";"-4,";
;;;Total Kode Barang;"-1,";"0,";"-1,";"-2,";"0,";"-4,";
"LADIES LUNA 7, 37, BEIGE";;;LN1LNV207Z37;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
"LADIES LUNA 7, 38, BEIGE";;;LN1LNV207Z38;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
"LADIES LUNA 7, 39, BEIGE";;;LN1LNV207Z39;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"-6,";"0,";"-12,";
"LADIES LUNA 7, 40, BEIGE";;;LN1LNV207Z40;"-2,";"0,";"-2,";"-4,";"0,";"-8,";
;;;Total Kode Barang;"-2,";"0,";"-2,";"-4,";"0,";"-8,";
"LADIES MERCI 1, 36, BLACK";;;L1MR01Z36;"-10,";"0,";"-2,";"-36,";"0,";"-48,";
;;;Total Kode Barang;"-10,";"0,";"-2,";"-36,";"0,";"-48,";
"LADIES MERCI 1, 37, BLACK";;;L1MR01Z37;"-10,";"0,";"-2,";"-36,";"0,";"-48,";
;;;Total Kode Barang;"-10,";"0,";"-2,";"-36,";"0,";"-48,";
"LADIES MERCI 1, 38, BLACK";;;L1MR01Z38;"-15,";"0,";"-3,";"-54,";"0,";"-72,";
;;;Total Kode Barang;"-15,";"0,";"-3,";"-54,";"0,";"-72,";
"LADIES MERCI 1, 39, BLACK";;;L1MR01Z39;"-15,";"0,";"-3,";"-54,";"0,";"-72,";
;;;Total Kode Barang;"-15,";"0,";"-3,";"-54,";"0,";"-72,";
"LADIES MERCI 1, 40, BLACK";;;L1MR01Z40;"-10,";"0,";"-2,";"-36,";"0,";"-48,";
;;;Total Kode Barang;"-10,";"0,";"-2,";"-36,";"0,";"-48,";
"LADIES MERCI 2, 36, MOCCA";;;L1MR02Z36;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
;;;Total Kode Barang;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
"LADIES MERCI 2, 37, MOCCA";;;L1MR02Z37;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
;;;Total Kode Barang;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
"LADIES MERCI 2, 38, MOCCA";;;L1MR02Z38;"-15,";"0,";"-4,";"-48,";"0,";"-67,";
;;;Total Kode Barang;"-15,";"0,";"-4,";"-48,";"0,";"-67,";
"LADIES MERCI 2, 39, MOCCA";;;L1MR02Z39;"-15,";"0,";"-5,";"-48,";"0,";"-68,";
;;;Total Kode Barang;"-15,";"0,";"-5,";"-48,";"0,";"-68,";
"LADIES MERCI 2, 40, MOCCA";;;L1MR02Z40;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
;;;Total Kode Barang;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
"LADIES MERCI 3, 36, WINE";;;L1MR03Z36;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
;;;Total Kode Barang;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
"LADIES MERCI 3, 37, WINE";;;L1MR03Z37;"-10,";"0,";"-2,";"-32,";"0,";"-44,";
;;;Total Kode Barang;"-10,";"0,";"-2,";"-32,";"0,";"-44,";
"LADIES MERCI 3, 38, WINE";;;L1MR03Z38;"-15,";"0,";"-3,";"-48,";"0,";"-66,";
;;;Total Kode Barang;"-15,";"0,";"-3,";"-48,";"0,";"-66,";
"LADIES MERCI 3, 39, WINE";;;L1MR03Z39;"-15,";"0,";"-3,";"-48,";"0,";"-66,";
;;;Total Kode Barang;"-15,";"0,";"-3,";"-48,";"0,";"-66,";
"LADIES MERCI 3, 40, WINE";;;L1MR03Z40;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
;;;Total Kode Barang;"-10,";"0,";"-3,";"-32,";"0,";"-45,";
"LADIES MERCI 4, 36, SAGE";;;L1MR04Z36;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-16,";"0,";"-26,";
"LADIES MERCI 4, 37, SAGE";;;L1MR04Z37;"-15,";"0,";"0,";"-16,";"0,";"-31,";
;;;Total Kode Barang;"-15,";"0,";"0,";"-16,";"0,";"-31,";
"LADIES MERCI 4, 38, SAGE";;;L1MR04Z38;"-15,";"0,";"0,";"-24,";"0,";"-39,";
;;;Total Kode Barang;"-15,";"0,";"0,";"-24,";"0,";"-39,";
"LADIES MERCI 4, 39, SAGE";;;L1MR04Z39;"-10,";"0,";"0,";"-24,";"0,";"-34,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-24,";"0,";"-34,";
"LADIES MERCI 4, 40, SAGE";;;L1MR04Z40;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-16,";"0,";"-26,";
"LADIES MERCI 5, 36, VANILLA";;;L1MR05Z36;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-16,";"0,";"-26,";
"LADIES MERCI 5, 37, VANILLA";;;L1MR05Z37;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-16,";"0,";"-26,";
"LADIES MERCI 5, 38, VANILLA";;;L1MR05Z38;"-15,";"0,";"0,";"-24,";"0,";"-39,";
;;;Total Kode Barang;"-15,";"0,";"0,";"-24,";"0,";"-39,";
"LADIES MERCI 5, 39, VANILLA";;;L1MR05Z39;"-15,";"0,";"0,";"-24,";"0,";"-39,";
;;;Total Kode Barang;"-15,";"0,";"0,";"-24,";"0,";"-39,";
"LADIES MERCI 5, 40, VANILLA";;;L1MR05Z40;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-16,";"0,";"-26,";
"LADIES SLIDE PUFFY 1, 36, BLACK";;;L1SPV201Z36;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"LADIES SLIDE PUFFY 1, 37, BLACK";;;L1SPV201Z37;"0,";"0,";"-1,";"-4,";"0,";"-5,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-4,";"0,";"-5,";
"LADIES SLIDE PUFFY 1, 38, BLACK";;;L1SPV201Z38;"0,";"0,";"-1,";"-12,";"0,";"-13,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-12,";"0,";"-13,";
"LADIES SLIDE PUFFY 1, 39, BLACK";;;L1SPV201Z39;"0,";"0,";"-4,";"-16,";"0,";"-20,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-16,";"0,";"-20,";
"LADIES SLIDE PUFFY 1, 40, BLACK";;;L1SPV201Z40;"0,";"0,";"-1,";"-8,";"0,";"-9,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-8,";"0,";"-9,";
"LADIES SLIDE PUFFY 1, 41, BLACK";;;L1SPV201Z41;"0,";"0,";"-1,";"-4,";"0,";"-5,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-4,";"0,";"-5,";
"LADIES SLIDE PUFFY 10, 36, GOLD";;;L1SPV210Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 10, 37, GOLD";;;L1SPV210Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 10, 38, GOLD";;;L1SPV210Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 10, 39, GOLD";;;L1SPV210Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 10, 40, GOLD";;;L1SPV210Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 2, 36, REDWOOD";;;L1SPV202Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 2, 37, REDWOOD";;;L1SPV202Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 2, 38, REDWOOD";;;L1SPV202Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 2, 39, REDWOOD";;;L1SPV202Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 2, 40, REDWOOD";;;L1SPV202Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 4, 36, NAVY";;;L1SPV204Z36;"-2,";"0,";"0,";"-2,";"0,";"-4,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-2,";"0,";"-4,";
"LADIES SLIDE PUFFY 4, 37, NAVY";;;L1SPV204Z37;"-2,";"0,";"0,";"-2,";"0,";"-4,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-2,";"0,";"-4,";
"LADIES SLIDE PUFFY 4, 38, NAVY";;;L1SPV204Z38;"-3,";"0,";"0,";"-3,";"0,";"-6,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-3,";"0,";"-6,";
"LADIES SLIDE PUFFY 4, 39, NAVY";;;L1SPV204Z39;"-3,";"0,";"0,";"-3,";"0,";"-6,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-3,";"0,";"-6,";
"LADIES SLIDE PUFFY 4, 40, NAVY";;;L1SPV204Z40;"-2,";"0,";"0,";"-2,";"0,";"-4,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-2,";"0,";"-4,";
"LADIES SLIDE PUFFY 6, 36, MINT";;;L1SPV206Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 6, 37, MINT";;;L1SPV206Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 6, 38, MINT";;;L1SPV206Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 6, 39, MINT";;;L1SPV206Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 6, 40, MINT";;;L1SPV206Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SLIDE PUFFY 8, 36, BRONZE";;;L1SPV208Z36;"-2,";"0,";"0,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-2,";"0,";"0,";"0,";"0,";"-2,";
"LADIES SLIDE PUFFY 8, 37, BRONZE";;;L1SPV208Z37;"-2,";"0,";"0,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-2,";"0,";"0,";"0,";"0,";"-2,";
"LADIES SLIDE PUFFY 8, 38, BRONZE";;;L1SPV208Z38;"-3,";"0,";"0,";"0,";"0,";"-3,";
;;;Total Kode Barang;"-3,";"0,";"0,";"0,";"0,";"-3,";
"LADIES SLIDE PUFFY 8, 39, BRONZE";;;L1SPV208Z39;"-3,";"0,";"0,";"0,";"0,";"-3,";
;;;Total Kode Barang;"-3,";"0,";"0,";"0,";"0,";"-3,";
"LADIES SLIDE PUFFY 8, 40, BRONZE";;;L1SPV208Z40;"-2,";"0,";"0,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-2,";"0,";"0,";"0,";"0,";"-2,";
"LADIES SLIDE PUFFY 9, 36, BOTANICAL GREEN";;;L1SPV209Z36;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"LADIES SLIDE PUFFY 9, 37, BOTANICAL GREEN";;;L1SPV209Z37;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"LADIES SLIDE PUFFY 9, 38, BOTANICAL GREEN";;;L1SPV209Z38;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"LADIES SLIDE PUFFY 9, 39, BOTANICAL GREEN";;;L1SPV209Z39;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"LADIES SLIDE PUFFY 9, 40, BOTANICAL GREEN";;;L1SPV209Z40;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"LADIES STITCH 1, 36, NAVY";;;L1SH01Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES STITCH 1, 37, NAVY";;;L1SH01Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES STITCH 1, 38, NAVY";;;L1SH01Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES STITCH 1, 39, NAVY";;;L1SH01Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES STITCH 1, 40, NAVY";;;L1SH01Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES STITCH 2, 36, PINK";;;L1SH02Z36;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"0,";"-2,";"0,";"-2,";
"LADIES STITCH 2, 37, PINK";;;L1SH02Z37;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;Total Kode Barang;"0,";"0,";"0,";"-3,";"0,";"-3,";
"LADIES STITCH 2, 38, PINK";;;L1SH02Z38;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;Total Kode Barang;"0,";"0,";"0,";"-3,";"0,";"-3,";
"LADIES STITCH 2, 39, PINK";;;L1SH02Z39;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"0,";"-2,";"0,";"-2,";
"LADIES STITCH 2, 40, PINK";;;L1SH02Z40;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"0,";"-2,";"0,";"-2,";
