;;CV MAKMUR BESAR BERSAMA;;;;;;;;
;;Kuantitas Barang per Gudang;;;;;;;;
;;Per Tgl. 19 Jan 2026;;;;;;;;
;;"Cabang : Kantor Pusat, Baby, Bali Area, Jakarta, Jawa Timur, Lombok NTT, NTT, Online, Papua, Gudang : Warehouse Jakarta, Ware ...";;;;;;;;
Nama Barang;;;Kode Barang;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protolan;Warehouse Jakarta;Warehouse Pusat;Warehouse Pusat Reject;Total Nama Gudang;
;;;Total Kode Barang;"0,";"0,";"0,";"-10,";"0,";"-10,";
"BOYS SLIDE SPIDER-MAN 2, 28, GREY";;;B1SM02Z28;"0,";"0,";"0,";"-15,";"0,";"-15,";
;;;Total Kode Barang;"0,";"0,";"0,";"-15,";"0,";"-15,";
"BOYS SLIDE SPIDER-MAN 2, 29, GREY";;;B1SM02Z29;"0,";"0,";"0,";"-10,";"0,";"-10,";
;;;Total Kode Barang;"0,";"0,";"0,";"-10,";"0,";"-10,";
"BOYS SLIDE SPIDER-MAN 2, 30, GREY";;;B1SM02Z30;"0,";"0,";"0,";"-10,";"0,";"-10,";
;;;Total Kode Barang;"0,";"0,";"0,";"-10,";"0,";"-10,";
"BOYS SLIDE SPIDER-MAN 2, 31, GREY";;;B1SM02Z31;"0,";"0,";"0,";"-15,";"0,";"-15,";
;;;Total Kode Barang;"0,";"0,";"0,";"-15,";"0,";"-15,";
"BOYS TOY STORY 1, 29/30, BROWN";;;B2TS01Z30;"0,";"0,";"0,";"-5,";"0,";"-5,";
;;;Total Kode Barang;"0,";"0,";"0,";"-5,";"0,";"-5,";
"BOYS TOY STORY 1, 31/32, BROWN";;;B2TS01Z32;"0,";"-4,";"0,";"-3,";"0,";"-7,";
;;;Total Kode Barang;"0,";"-4,";"0,";"-3,";"0,";"-7,";
"BOYS TOY STORY 1, 33/34, BROWN";;;B2TS01Z34;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"BOYS TOY STORY 2, 29/30, BLUE";;;B2TS02Z30;"0,";"-5,";"0,";"0,";"0,";"-5,";
;;;Total Kode Barang;"0,";"-5,";"0,";"0,";"0,";"-5,";
"BOYS TOY STORY 2, 31/32, BLUE";;;B2TS02Z32;"0,";"-6,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"0,";"-6,";"0,";"0,";"0,";"-6,";
"BOYS TOY STORY 2, 33/34, BLUE";;;B2TS02Z34;"0,";"-3,";"0,";"0,";"0,";"-3,";
;;;Total Kode Barang;"0,";"-3,";"0,";"0,";"0,";"-3,";
"BOYS VELCRO BRICKS 1, 27/28, ALL BLACK";;;B2VB01Z28;"-16,";"0,";"-8,";"0,";"0,";"-24,";
;;;Total Kode Barang;"-16,";"0,";"-8,";"0,";"0,";"-24,";
"BOYS VELCRO BRICKS 1, 29/30, ALL BLACK";;;B2VB01Z30;"-8,";"0,";"-4,";"0,";"0,";"-12,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"0,";"0,";"-12,";
"BOYS VELCRO BRICKS 2, 27/28, COCOA";;;B2VB02Z28;"-8,";"0,";"-32,";"-16,";"0,";"-56,";
;;;Total Kode Barang;"-8,";"0,";"-32,";"-16,";"0,";"-56,";
"BOYS VELCRO BRICKS 2, 29/30, COCOA";;;B2VB02Z30;"-4,";"0,";"-16,";"-8,";"0,";"-28,";
;;;Total Kode Barang;"-4,";"0,";"-16,";"-8,";"0,";"-28,";
"BOYS VELCRO BRICKS 3, 27/28, GREY";;;B2VB03Z28;"-8,";"0,";"-24,";"-16,";"0,";"-48,";
;;;Total Kode Barang;"-8,";"0,";"-24,";"-16,";"0,";"-48,";
"BOYS VELCRO BRICKS 3, 29/30, GREY";;;B2VB03Z30;"-4,";"0,";"-12,";"-8,";"0,";"-24,";
;;;Total Kode Barang;"-4,";"0,";"-12,";"-8,";"0,";"-24,";
"BOYS VELCRO STITCH 1, 27/28, NAVY";;;B2VS01Z28;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"BOYS VELCRO STITCH 1, 29/30, NAVY";;;B2VS01Z30;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"BOYS VELCRO STITCH 1, 31/32, NAVY";;;B2VS01Z32;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"BOYS VELCRO STITCH 1, 33/34, NAVY";;;B2VS01Z34;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"E2A**EA10-LADIES ELSA 10, SILVER NAVY, 36, SILVER NAVY";;;E2AZ36EA10;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2A**EA10-LADIES ELSA 10, SILVER NAVY, 37, SILVER NAVY";;;E2AZ37EA10;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2A**EA10-LADIES ELSA 10, SILVER NAVY, 38, SILVER NAVY";;;E2AZ38EA10;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2A**EA10-LADIES ELSA 10, SILVER NAVY, 39, SILVER NAVY";;;E2AZ39EA10;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2A**EA10-LADIES ELSA 10, SILVER NAVY, 40, SILVER NAVY";;;E2AZ40EA10;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2A**EA11-LADIES ELSA 11, GINGER SNAP, 36, GINGER SNAP";;;E2AZ36EA11;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2A**EA11-LADIES ELSA 11, GINGER SNAP, 38, GINGER SNAP";;;E2AZ38EA11;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2A**EA11-LADIES ELSA 11, GINGER SNAP, 40, GINGER SNAP";;;E2AZ40EA11;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2AZ37EA6**LADIES ELSA 6, 37, JET BLACK";;;E2AZ37EA6;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2AZ37EA7**LADIES ELSA 7, 37, BLACK GOLD";;;E2AZ37EA7;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2AZ38EA7**LADIES ELSA 7, 38, BLACK GOLD";;;E2AZ38EA7;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"E2AZ40EA7**LADIES ELSA 7, 40, BLACK GOLD";;;E2AZ40EA7;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRL COLLAB 6, 27/28 DISNEY MINNIE BEEN";;;G2CL06Z27;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRL COLLAB 6, 31/32 DISNEY MINNIE BEEN";;;G2CL06Z31;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRL COLLAB 7, 27/28 DISNEY MINNIE CREAM";;;G2CL07Z27;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRL COLLAB 7, 29/30 DISNEY MINNIE CREAM";;;G2CL07Z29;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRL COLLAB 7, 31/32 DISNEY MINNIE CREAM";;;G2CL07Z31;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS CLASSIC 1, 27/28, NAVY";;;G2CAV201Z28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV301Z28;"0,";"0,";"0,";"-32,";"0,";"-32,";
;;;Total Kode Barang;"0,";"0,";"0,";"-32,";"0,";"-32,";
"GIRLS CLASSIC 1, 29/30, NAVY";;;G2CAV201Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV301Z30;"0,";"0,";"0,";"-48,";"0,";"-48,";
;;;Total Kode Barang;"0,";"0,";"0,";"-48,";"0,";"-48,";
"GIRLS CLASSIC 1, 31/32, NAVY";;;G2CAV201Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV301Z32;"0,";"0,";"0,";"-64,";"0,";"-64,";
;;;Total Kode Barang;"0,";"0,";"0,";"-64,";"0,";"-64,";
"GIRLS CLASSIC 1, 33/34, NAVY";;;G2CAV301Z34;"0,";"0,";"0,";"-48,";"0,";"-48,";
;;;Total Kode Barang;"0,";"0,";"0,";"-48,";"0,";"-48,";
"GIRLS CLASSIC 2, 27/28, CANDY PINK";;;G2CA02Z28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV202Z28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV302Z28;"-4,";"0,";"-5,";"-20,";"0,";"-29,";
;;;Total Kode Barang;"-4,";"0,";"-5,";"-20,";"0,";"-29,";
"GIRLS CLASSIC 2, 29/30, CANDY PINK";;;G2CA02Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV202Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV302Z30;"-6,";"0,";"-6,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-6,";"0,";"-6,";"-30,";"0,";"-42,";
"GIRLS CLASSIC 2, 31/32, CANDY PINK";;;G2CA02Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV202Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV302Z32;"-8,";"0,";"-8,";"-40,";"0,";"-56,";
;;;Total Kode Barang;"-8,";"0,";"-8,";"-40,";"0,";"-56,";
"GIRLS CLASSIC 2, 33/34, CANDY PINK";;;G2CAV302Z34;"-6,";"0,";"-6,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-6,";"0,";"-6,";"-30,";"0,";"-42,";
"GIRLS CLASSIC 3, 27/28, HAZELNUT";;;G2CA03Z28;"0,";"0,";"-3,";"0,";"0,";"-3,";
;;;G2CAV303Z28;"0,";"0,";"-6,";"-2,";"0,";"-8,";
;;;Total Kode Barang;"0,";"0,";"-9,";"-2,";"0,";"-11,";
"GIRLS CLASSIC 3, 29/30, HAZELNUT";;;G2CA03Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV303Z30;"0,";"0,";"-9,";"-3,";"0,";"-12,";
;;;Total Kode Barang;"0,";"0,";"-9,";"-3,";"0,";"-12,";
"GIRLS CLASSIC 3, 31/32, HAZELNUT";;;G2CA03Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV303Z32;"0,";"0,";"-12,";"-4,";"0,";"-16,";
;;;Total Kode Barang;"0,";"0,";"-12,";"-4,";"0,";"-16,";
"GIRLS CLASSIC 3, 33/34, HAZELNUT";;;G2CAV303Z34;"0,";"0,";"-9,";"-3,";"0,";"-12,";
;;;Total Kode Barang;"0,";"0,";"-9,";"-3,";"0,";"-12,";
"GIRLS CLASSIC 4, 27/28, BLACK";;;G2CAV204Z28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV304Z28;"0,";"0,";"-4,";"-4,";"0,";"-8,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-4,";"0,";"-8,";
"GIRLS CLASSIC 4, 29/30, BLACK";;;G2CAV204Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV304Z30;"0,";"0,";"-3,";"-6,";"0,";"-9,";
;;;Total Kode Barang;"0,";"0,";"-3,";"-6,";"0,";"-9,";
"GIRLS CLASSIC 4, 31/32, BLACK";;;G2CAV204Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV304Z32;"0,";"0,";"-4,";"-8,";"0,";"-12,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-8,";"0,";"-12,";
"GIRLS CLASSIC 4, 33/34, BLACK";;;G2CAV204Z34;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV304Z34;"0,";"0,";"-3,";"-6,";"0,";"-9,";
;;;Total Kode Barang;"0,";"0,";"-3,";"-6,";"0,";"-9,";
"GIRLS CLASSIC 5, 27/28, GINGER SNAP";;;G2CAV205Z28;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;G2CAV305Z28;"0,";"0,";"-6,";"-10,";"0,";"-16,";
;;;Total Kode Barang;"0,";"0,";"-10,";"-10,";"0,";"-20,";
"GIRLS CLASSIC 5, 29/30, GINGER SNAP";;;G2CAV205Z30;"0,";"0,";"-3,";"0,";"0,";"-3,";
;;;G2CAV305Z30;"0,";"0,";"-9,";"-15,";"0,";"-24,";
;;;Total Kode Barang;"0,";"0,";"-12,";"-15,";"0,";"-27,";
"GIRLS CLASSIC 5, 31/32, GINGER SNAP";;;G2CAV205Z32;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;G2CAV305Z32;"0,";"0,";"-12,";"-20,";"0,";"-32,";
;;;Total Kode Barang;"0,";"0,";"-16,";"-20,";"0,";"-36,";
"GIRLS CLASSIC 5, 33/34, GINGER SNAP";;;G2CAV205Z34;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;G2CAV305Z34;"0,";"0,";"-9,";"-15,";"0,";"-24,";
;;;Total Kode Barang;"0,";"0,";"-11,";"-15,";"0,";"-26,";
"GIRLS CLASSIC 6, 27/28, GREY";;;G2CAV206Z28;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;G2CAV306Z28;"0,";"0,";"-4,";"-10,";"0,";"-14,";
;;;Total Kode Barang;"0,";"0,";"-8,";"-10,";"0,";"-18,";
"GIRLS CLASSIC 6, 29/30, GREY";;;G2CAV206Z30;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;G2CAV306Z30;"0,";"0,";"-6,";"-15,";"0,";"-21,";
;;;Total Kode Barang;"0,";"0,";"-12,";"-15,";"0,";"-27,";
"GIRLS CLASSIC 6, 31/32, GREY";;;G2CAV206Z32;"0,";"0,";"-8,";"0,";"0,";"-8,";
;;;G2CAV306Z32;"0,";"0,";"-8,";"-20,";"0,";"-28,";
;;;Total Kode Barang;"0,";"0,";"-16,";"-20,";"0,";"-36,";
"GIRLS CLASSIC 6, 33/34, GREY";;;G2CAV206Z34;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;G2CAV306Z34;"0,";"0,";"-6,";"-15,";"0,";"-21,";
;;;Total Kode Barang;"0,";"0,";"-12,";"-15,";"0,";"-27,";
"GIRLS CLASSIC 7, 27/28, MAUVE";;;G2CAV207Z28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV307Z28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS CLASSIC 7, 29/30, MAUVE";;;G2CAV207Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV307Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS CLASSIC 7, 31/32, MAUVE";;;G2CAV207Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV307Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS CLASSIC 7, 33/34, MAUVE";;;G2CAV207Z34;"0,";"0,";"0,";"0,";"0,";"0,";
;;;G2CAV307Z34;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS DISNEY DOVER 1, 27/28, BEIGE";;;G2DV01Z28;"-20,";"0,";"-4,";"-44,";"0,";"-68,";
;;;Total Kode Barang;"-20,";"0,";"-4,";"-44,";"0,";"-68,";
"GIRLS DISNEY DOVER 1, 29/30, BEIGE";;;G2DV01Z30;"-20,";"0,";"-4,";"-44,";"0,";"-68,";
;;;Total Kode Barang;"-20,";"0,";"-4,";"-44,";"0,";"-68,";
"GIRLS DISNEY DOVER 1, 31/32, BEIGE";;;G2DV01Z32;"-10,";"0,";"-2,";"-22,";"0,";"-34,";
;;;Total Kode Barang;"-10,";"0,";"-2,";"-22,";"0,";"-34,";
"GIRLS DISNEY DOVER 1, 33/34, BEIGE";;;G2DV01Z34;"-10,";"0,";"-2,";"-22,";"0,";"-34,";
;;;Total Kode Barang;"-10,";"0,";"-2,";"-22,";"0,";"-34,";
"GIRLS MICKEY MINNIE 1, 27/28, BLACK";;;G2MEV101Z28;"-15,";"0,";"0,";"0,";"0,";"-15,";
;;;Total Kode Barang;"-15,";"0,";"0,";"0,";"0,";"-15,";
"GIRLS MICKEY MINNIE 1, 29/30, BLACK";;;G2MEV101Z30;"-15,";"0,";"0,";"0,";"0,";"-15,";
;;;Total Kode Barang;"-15,";"0,";"0,";"0,";"0,";"-15,";
"GIRLS MICKEY MINNIE 1, 31/32, BLACK";;;G2MEV101Z32;"-6,";"0,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-6,";"0,";"0,";"0,";"0,";"-6,";
"GIRLS MICKEY MINNIE 2, 27/28, SAGE";;;G2MEV102Z28;"-5,";"0,";"-9,";"0,";"0,";"-14,";
;;;Total Kode Barang;"-5,";"0,";"-9,";"0,";"0,";"-14,";
"GIRLS MICKEY MINNIE 2, 29/30, SAGE";;;G2MEV102Z30;"-5,";"0,";"-4,";"0,";"0,";"-9,";
;;;Total Kode Barang;"-5,";"0,";"-4,";"0,";"0,";"-9,";
"GIRLS MICKEY MINNIE 2, 31/32, SAGE";;;G2MEV102Z32;"-2,";"0,";"0,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-2,";"0,";"0,";"0,";"0,";"-2,";
"GIRLS MICKEY MINNIE 3, 27/28, ROSE";;;G2MEV103Z28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS MICKEY MINNIE 3, 29/30, ROSE";;;G2MEV103Z30;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS MICKEY MINNIE 3, 31/32, ROSE";;;G2MEV103Z32;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"GIRLS VELCRO BRICKS 1, 27/28, CORAL";;;G2VB01Z28;"0,";"0,";"-8,";"-8,";"0,";"-16,";
;;;Total Kode Barang;"0,";"0,";"-8,";"-8,";"0,";"-16,";
"GIRLS VELCRO BRICKS 1, 29/30, CORAL";;;G2VB01Z30;"0,";"0,";"-4,";"-4,";"0,";"-8,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-4,";"0,";"-8,";
"GIRLS VELCRO BRICKS 2, 27/28, OAT PINK";;;G2VB02Z28;"0,";"0,";"0,";"-24,";"0,";"-24,";
;;;Total Kode Barang;"0,";"0,";"0,";"-24,";"0,";"-24,";
"GIRLS VELCRO BRICKS 2, 29/30, OAT PINK";;;G2VB02Z30;"0,";"0,";"0,";"-12,";"0,";"-12,";
;;;Total Kode Barang;"0,";"0,";"0,";"-12,";"0,";"-12,";
"GIRLS VELCRO BRICKS 3, 27/28, SAGE";;;G2VB03Z28;"0,";"0,";"-7,";"0,";"0,";"-7,";
;;;Total Kode Barang;"0,";"0,";"-7,";"0,";"0,";"-7,";
"GIRLS VELCRO BRICKS 3, 29/30, SAGE";;;G2VB03Z30;"0,";"0,";"-1,";"0,";"0,";"-1,";
;;;Total Kode Barang;"0,";"0,";"-1,";"0,";"0,";"-1,";
"GIRLS VELCRO STITCH 2, 27/28, PINK";;;G2VS02Z28;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"GIRLS VELCRO STITCH 2, 29/30, PINK";;;G2VS02Z30;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"GIRLS VELCRO STITCH 2, 31/32, PINK";;;G2VS02Z32;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"GIRLS VELCRO STITCH 2, 33/34, PINK";;;G2VS02Z34;"-12,";"0,";"0,";"-30,";"0,";"-42,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-30,";"0,";"-42,";
"JUNIOR CLASSIC 1, 35, BLACK";;;J1CA01Z35;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV201Z35;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;J1CAV301Z35;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"-6,";"0,";"0,";"-6,";
"JUNIOR CLASSIC 1, 36, BLACK";;;J1CA01Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV201Z36;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;J1CAV301Z36;"0,";"0,";"-8,";"0,";"0,";"-8,";
;;;Total Kode Barang;"0,";"0,";"-12,";"0,";"0,";"-12,";
"JUNIOR CLASSIC 1, 37, BLACK";;;J1CA01Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV201Z37;"0,";"0,";"-3,";"0,";"0,";"-3,";
;;;J1CAV301Z37;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"-9,";"0,";"0,";"-9,";
"JUNIOR CLASSIC 1, 38, BLACK";;;J1CA01Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV201Z38;"0,";"0,";"-3,";"0,";"0,";"-3,";
;;;J1CAV301Z38;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"-9,";"0,";"0,";"-9,";
"JUNIOR CLASSIC 2, 35, GREY";;;J1CA02Z35;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV202Z35;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;J1CAV302Z35;"0,";"0,";"0,";"-10,";"0,";"-10,";
;;;Total Kode Barang;"0,";"0,";"-6,";"-10,";"0,";"-16,";
"JUNIOR CLASSIC 2, 36, GREY";;;J1CA02Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV202Z36;"0,";"0,";"-12,";"0,";"0,";"-12,";
;;;J1CAV302Z36;"0,";"0,";"0,";"-20,";"0,";"-20,";
;;;Total Kode Barang;"0,";"0,";"-12,";"-20,";"0,";"-32,";
"JUNIOR CLASSIC 2, 37, GREY";;;J1CA02Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV202Z37;"0,";"0,";"-9,";"0,";"0,";"-9,";
;;;J1CAV302Z37;"0,";"0,";"0,";"-15,";"0,";"-15,";
;;;Total Kode Barang;"0,";"0,";"-9,";"-15,";"0,";"-24,";
"JUNIOR CLASSIC 2, 38, GREY";;;J1CA02Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV202Z38;"0,";"0,";"-9,";"0,";"0,";"-9,";
;;;J1CAV302Z38;"0,";"0,";"0,";"-15,";"0,";"-15,";
;;;Total Kode Barang;"0,";"0,";"-9,";"-15,";"0,";"-24,";
"JUNIOR CLASSIC 3, 35, NAVY";;;J1CA03Z35;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV203Z35;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV303Z35;"-4,";"0,";"-12,";"-2,";"0,";"-18,";
;;;Total Kode Barang;"-4,";"0,";"-12,";"-2,";"0,";"-18,";
"JUNIOR CLASSIC 3, 36, NAVY";;;J1CA03Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV203Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV303Z36;"-8,";"0,";"-24,";"-4,";"0,";"-36,";
;;;Total Kode Barang;"-8,";"0,";"-24,";"-4,";"0,";"-36,";
"JUNIOR CLASSIC 3, 37, NAVY";;;J1CA03Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV203Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV303Z37;"-6,";"0,";"-18,";"-3,";"0,";"-27,";
;;;Total Kode Barang;"-6,";"0,";"-18,";"-3,";"0,";"-27,";
"JUNIOR CLASSIC 3, 38, NAVY";;;J1CA03Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV203Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV303Z38;"-6,";"0,";"-18,";"-3,";"0,";"-27,";
;;;Total Kode Barang;"-6,";"0,";"-18,";"-3,";"0,";"-27,";
"JUNIOR CLASSIC 4, 35, ARMY";;;J1CA04Z35;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV304Z35;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"-4,";"0,";"0,";"-4,";
"JUNIOR CLASSIC 4, 36, ARMY";;;J1CA04Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV304Z36;"0,";"0,";"-8,";"0,";"0,";"-8,";
;;;Total Kode Barang;"0,";"0,";"-8,";"0,";"0,";"-8,";
"JUNIOR CLASSIC 4, 37, ARMY";;;J1CA04Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV304Z37;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"-6,";"0,";"0,";"-6,";
"JUNIOR CLASSIC 4, 38, ARMY";;;J1CA04Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;J1CAV304Z38;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"-6,";"0,";"0,";"-6,";
"LADIES CLASSIC  METALIC 1, 37, BLACK0GOLD";;;L1CM01Z37;"0,";"0,";"0,";"-5,";"0,";"-5,";
;;;Total Kode Barang;"0,";"0,";"0,";"-5,";"0,";"-5,";
"LADIES CLASSIC 1, 36, JET BLACK";;;L1CAV101Z36;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;L1CAV201Z36;"-14,";"0,";"-3,";"-20,";"0,";"-37,";
;;;Total Kode Barang;"-14,";"0,";"-3,";"-23,";"0,";"-40,";
"LADIES CLASSIC 1, 37, JET BLACK";;;L1CAV101Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV201Z37;"-14,";"0,";"-3,";"-20,";"0,";"-37,";
;;;Total Kode Barang;"-14,";"0,";"-3,";"-20,";"0,";"-37,";
"LADIES CLASSIC 1, 38, JET BLACK";;;L1CA01Z38;"0,";"0,";"0,";"0,";"0,";"0,";
